H,Omega_m0,a_av,a_av_tt,target
0.0877758345,0.2486493373,0.7790143084,0.0009489957,0.7697987762
0.0888336147,0.2486493373,0.7680250784,0.0009427753,0.7902040279
0.0898922608,0.2486493373,0.7573415765,0.0009364728,0.811012007
0.0909517995,0.2486493373,0.7469512195,0.000930044,0.83221073
0.0920122646,0.2486493373,0.7368421053,0.0009234499,0.8537892667
0.093073696,0.2486493373,0.7270029674,0.0009166554,0.8757375633
0.094136139,0.2486493373,0.7174231332,0.0009096291,0.8980463011
0.095199643,0.2486493373,0.7080924855,0.0009023429,0.9207067817
0.0962642615,0.2486493373,0.6990014265,0.0008947711,0.9437108331
0.0973300508,0.2486493373,0.6901408451,0.0008868905,0.9670507335
0.0983970703,0.2486493373,0.6815020862,0.0008786798,0.990719148
0.0994653811,0.2486493373,0.6730769231,0.0008701197,1.0147090762
0.1005350467,0.2486493373,0.6648575305,0.0008611923,1.0390138086
0.1016061316,0.2486493373,0.6568364611,0.0008518813,1.0636268905
0.102678702,0.2486493373,0.6490066225,0.0008421715,1.0885420917
0.1037528249,0.2486493373,0.6413612565,0.0008320489,1.1137533807
0.1048285681,0.2486493373,0.6338939198,0.0008215005,1.1392549032
0.1059059998,0.2486493373,0.6265984655,0.0008105143,1.1650409644
0.106985189,0.2486493373,0.6194690265,0.0007990791,1.1911060132
0.1080662046,0.2486493373,0.6125,0.0007871846,1.2174446295
0.1091491158,0.2486493373,0.6056860321,0.0007748209,1.2440515131
0.1102339918,0.2486493373,0.5990220049,0.000761979,1.2709214746
0.1113209016,0.2486493373,0.592503023,0.0007486504,1.2980494272
0.1124099141,0.2486493373,0.5861244019,0.0007348273,1.32543038
0.1135010977,0.2486493373,0.5798816568,0.0007205021,1.3530594327
0.1145945207,0.2486493373,0.5737704918,0.000705668,1.3809317702
0.1156902507,0.2486493373,0.5677867903,0.0006903186,1.4090426588
0.1167883551,0.2486493373,0.5619266055,0.0006744476,1.4373874429
0.1178889004,0.2486493373,0.5561861521,0.0006580495,1.4659615417
0.1189919527,0.2486493373,0.5505617978,0.0006411189,1.4947604467
0.1200975774,0.2486493373,0.5450500556,0.0006236508,1.5237797199
0.1212058391,0.2486493373,0.5396475771,0.0006056406,1.5530149917
0.1223168018,0.2486493373,0.534351145,0.0005870839,1.5824619597
0.1234305286,0.2486493373,0.5291576674,0.0005679766,1.612116387
0.124547082,0.2486493373,0.5240641711,0.000548315,1.6419741014
0.1256665234,0.2486493373,0.5190677966,0.0005280954,1.6720309946
0.1267889135,0.2486493373,0.5141657922,0.0005073146,1.7022830211
0.1279143122,0.2486493373,0.5093555094,0.0004859695,1.7327261978
0.1290427784,0.2486493373,0.5046343975,0.0004640572,1.7633566032
0.1301743701,0.2486493373,0.5,0.0004415751,1.7941703772
0.0772110931,0.2549593604,0.9090909091,0.0010480623,0.606742007
0.0782518913,0.2549593604,0.8941605839,0.0010375263,0.6222697997
0.0792942728,0.2549593604,0.8797127469,0.0010280712,0.6384938013
0.080338028,0.2549593604,0.8657243816,0.0010194556,0.6553555244
0.0813829997,0.2549593604,0.852173913,0.0010114865,0.6728081489
0.0824290718,0.2549593604,0.8390410959,0.0010040067,0.6908134751
0.0834761611,0.2549593604,0.826306914,0.0009968866,0.7093397993
0.0845242113,0.2549593604,0.8139534884,0.0009900177,0.7283603969
0.0855731876,0.2549593604,0.8019639935,0.0009833084,0.7478524168
0.0866230734,0.2549593604,0.7903225806,0.0009766803,0.7677960613
0.0876738668,0.2549593604,0.7790143084,0.000970066,0.7881739672
0.0887255784,0.2549593604,0.7680250784,0.0009634068,0.8089707332
0.0897782294,0.2549593604,0.7573415765,0.0009566514,0.8301725541
0.0908318493,0.2549593604,0.7469512195,0.0009497544,0.8517669342
0.0918864755,0.2549593604,0.7368421053,0.0009426756,0.8737424608
0.0929421513,0.2549593604,0.7270029674,0.0009353793,0.8960886242
0.0939989254,0.2549593604,0.7174231332,0.0009278332,0.918795672
0.095056851,0.2549593604,0.7080924855,0.0009200084,0.9418544924
0.096115985,0.2549593604,0.6990014265,0.0009118788,0.9652565178
0.0971763876,0.2549593604,0.6901408451,0.0009034204,0.9889936465
0.0982381214,0.2549593604,0.6815020862,0.0008946116,1.0130581786
0.0993012516,0.2549593604,0.6730769231,0.0008854325,1.037442762
0.1003658451,0.2549593604,0.6648575305,0.0008758649,1.0621403481
0.1014319701,0.2549593604,0.6568364611,0.0008658922,1.0871441547
0.1024996963,0.2549593604,0.6490066225,0.0008554988,1.1124476351
0.1035690943,0.2549593604,0.6413612565,0.0008446704,1.1380444518
0.1046402354,0.2549593604,0.6338939198,0.000833394,1.1639284548
0.1057131915,0.2549593604,0.6265984655,0.0008216572,1.1900936631
0.1067880346,0.2549593604,0.6194690265,0.0008094487,1.2165342489
0.1078648373,0.2549593604,0.6125,0.0007967579,1.2432445245
0.1089436719,0.2549593604,0.6056860321,0.000783575,1.270218931
0.1100246109,0.2549593604,0.5990220049,0.0007698908,1.297452029
0.1111077265,0.2549593604,0.592503023,0.0007556967,1.3249384902
0.1121930907,0.2549593604,0.5861244019,0.0007409848,1.352673091
0.1132807749,0.2549593604,0.5798816568,0.0007257476,1.3806507062
0.1143708504,0.2549593604,0.5737704918,0.0007099782,1.4088663042
0.1154633878,0.2549593604,0.5677867903,0.0006936701,1.4373149431
0.116558457,0.2549593604,0.5619266055,0.0006768173,1.4659917665
0.1176561275,0.2549593604,0.5561861521,0.0006594139,1.4948920012
0.118756468,0.2549593604,0.5505617978,0.0006414549,1.5240109539
0.1198595463,0.2549593604,0.5450500556,0.0006229351,1.5533440095
0.1209654298,0.2549593604,0.5396475771,0.0006038501,1.5828866289
0.1220741846,0.2549593604,0.534351145,0.0005841956,1.6126343476
0.1231858764,0.2549593604,0.5291576674,0.0005639675,1.6425827743
0.1243005698,0.2549593604,0.5240641711,0.0005431621,1.6727275897
0.1254183283,0.2549593604,0.5190677966,0.000521776,1.7030645454
0.1265392149,0.2549593604,0.5141657922,0.000499806,1.7335894631
0.1276632913,0.2549593604,0.5093555094,0.0004772492,1.764298234
0.1287906184,0.2549593604,0.5046343975,0.0004541027,1.795186818
0.1299212559,0.2549593604,0.5,0.0004303641,1.8262512429
0.0771729763,0.2613291936,0.9090909091,0.0010733601,0.6216080724
0.0782070264,0.2613291936,0.8941605839,0.0010623921,0.6374623075
0.0792427224,0.2613291936,0.8797127469,0.0010525204,0.6540242973
0.080279853,0.2613291936,0.8657243816,0.0010434973,0.6712338511
0.0813182603,0.2613291936,0.852173913,0.0010351249,0.6890427407
0.0823578285,0.2613291936,0.8390410959,0.0010272419,0.7074115762
0.0833984755,0.2613291936,0.826306914,0.0010197154,0.726307629
0.0844401464,0.2613291936,0.8139534884,0.0010124342,0.7457032762
0.0854828088,0.2613291936,0.8019639935,0.0010053043,0.7655748682
0.0865264482,0.2613291936,0.7903225806,0.0009982453,0.7859018874
0.0875710657,0.2613291936,0.7790143084,0.000991188,0.8066663149
0.088616675,0.2613291936,0.7680250784,0.0009840722,0.827852146
0.0896633002,0.2613291936,0.7573415765,0.0009768453,0.8494450152
0.0907109745,0.2613291936,0.7469512195,0.0009694609,0.8714319031
0.0917597386,0.2613291936,0.7368421053,0.0009618776,0.8938009043
0.0928096395,0.2613291936,0.7270029674,0.0009540589,0.9165410433
0.0938607295,0.2613291936,0.7174231332,0.0009459717,0.9396421253
0.0949130656,0.2613291936,0.7080924855,0.0009375864,0.9630946163
0.0959667084,0.2613291936,0.6990014265,0.0009288763,0.9868895453
0.0970217218,0.2613291936,0.6901408451,0.0009198168,1.0110184243
0.0980781725,0.2613291936,0.6815020862,0.0009103859,1.0354731815
0.0991361291,0.2613291936,0.6730769231,0.0009005632,1.0602461076
0.1001956624,0.2613291936,0.6648575305,0.0008903302,1.0853298098
0.1012568445,0.2613291936,0.6568364611,0.0008796699,1.1107171738
0.1023197486,0.2613291936,0.6490066225,0.0008685664,1.1364013328
0.1033844491,0.2613291936,0.6413612565,0.0008570052,1.1623756402
0.1044510208,0.2613291936,0.6338939198,0.000844973,1.1886336476
0.1055195391,0.2613291936,0.6265984655,0.0008324573,1.2151690859
0.1065900798,0.2613291936,0.6194690265,0.0008194465,1.2419758493
0.1076627187,0.2613291936,0.6125,0.00080593,1.2690479818
0.1087375316,0.2613291936,0.6056860321,0.0007918978,1.2963796656
0.1098145943,0.2613291936,0.5990220049,0.0007773408,1.3239652119
0.1108939822,0.2613291936,0.592503023,0.0007622501,1.351799052
0.1119757704,0.2613291936,0.5861244019,0.0007466179,1.3798757309
0.1130600336,0.2613291936,0.5798816568,0.0007304367,1.4081899009
0.1141468459,0.2613291936,0.5737704918,0.0007136995,1.4367363166
0.1152362809,0.2613291936,0.5677867903,0.0006963998,1.4655098308
0.1163284115,0.2613291936,0.5619266055,0.0006785316,1.4945053905
0.1174233097,0.2613291936,0.5561861521,0.0006600893,1.5237180341
0.118521047,0.2613291936,0.5505617978,0.0006410676,1.5531428882
0.119621694,0.2613291936,0.5450500556,0.0006214616,1.5827751657
0.1207253202,0.2613291936,0.5396475771,0.0006012669,1.6126101638
0.1218319945,0.2613291936,0.534351145,0.0005804793,1.6426432621
0.1229417847,0.2613291936,0.5291576674,0.0005590948,1.6728699213
0.1240547576,0.2613291936,0.5240641711,0.0005371098,1.7032856816
0.1251709792,0.2613291936,0.5190677966,0.0005145211,1.7338861622
0.1262905142,0.2613291936,0.5141657922,0.0004913255,1.7646670596
0.1274134264,0.2613291936,0.5093555094,0.0004675202,1.7956241473
0.1285397787,0.2613291936,0.5046343975,0.0004431027,1.8267532747
0.1296696326,0.2613291936,0.5,0.0004180705,1.8580503665
0.0771345108,0.2677596777,0.9090909091,0.0010988561,0.6366015873
0.0781617532,0.2677596777,0.8941605839,0.0010874438,0.6527823814
0.0791907061,0.2677596777,0.8797127469,0.0010771426,0.6696823009
0.0802211564,0.2677596777,0.8657243816,0.0010676988,0.687239425
0.0812529457,0.2677596777,0.852173913,0.0010589092,0.7054040936
0.0822859587,0.2677596777,0.8390410959,0.0010506088,0.7241357062
0.0833201144,0.2677596777,0.826306914,0.001042661,0.74340049
0.0843553599,0.2677596777,0.8139534884,0.0010349519,0.7631699067
0.0853916647,0.2677596777,0.8019639935,0.0010273851,0.7834194918
0.0864290174,0.2677596777,0.7903225806,0.0010198783,0.8041279933
0.0874674218,0.2677596777,0.7790143084,0.0010123604,0.8252767227
0.0885068946,0.2677596777,0.7680250784,0.0010047698,0.8468490588
0.0895474637,0.2677596777,0.7573415765,0.0009970525,0.868830064
0.0905891655,0.2677596777,0.7469512195,0.0009891609,0.891206184
0.0916320445,0.2677596777,0.7368421053,0.0009810529,0.9139650105
0.0926761515,0.2677596777,0.7270029674,0.0009726907,0.9370950923
0.0937215426,0.2677596777,0.7174231332,0.0009640407,0.9605857832
0.0947682787,0.2677596777,0.7080924855,0.0009550725,0.9844271194
0.0958164242,0.2677596777,0.6990014265,0.0009457587,1.008609719
0.0968660471,0.2677596777,0.6901408451,0.0009360744,1.0331247003
0.0979172178,0.2677596777,0.6815020862,0.0009259969,1.0579636143
0.098970009,0.2677596777,0.6730769231,0.0009155056,1.0831183888
0.1000244954,0.2677596777,0.6648575305,0.0009045814,1.1085812821
0.1010807528,0.2677596777,0.6568364611,0.000893207,1.134344844
0.1021388584,0.2677596777,0.6490066225,0.0008813663,1.1604018842
0.1031988902,0.2677596777,0.6413612565,0.0008690447,1.1867454442
0.1042609269,0.2677596777,0.6338939198,0.0008562284,1.2133687753
0.1053250475,0.2677596777,0.6265984655,0.0008429049,1.240265319
0.1063913313,0.2677596777,0.6194690265,0.0008290625,1.2674286905
0.1074598577,0.2677596777,0.6125,0.0008146903,1.2948526655
0.1085307061,0.2677596777,0.6056860321,0.0007997784,1.3225311679
0.1096039555,0.2677596777,0.5990220049,0.0007843174,1.3504582605
0.1106796846,0.2677596777,0.592503023,0.0007682987,1.378628136
0.1117579719,0.2677596777,0.5861244019,0.0007517141,1.4070351102
0.1128388952,0.2677596777,0.5798816568,0.0007345563,1.4356736158
0.1139225316,0.2677596777,0.5737704918,0.0007168183,1.4645381969
0.1150089576,0.2677596777,0.5677867903,0.0006984937,1.4936235052
0.1160982491,0.2677596777,0.5619266055,0.0006795763,1.5229242953
0.1171904809,0.2677596777,0.5561861521,0.0006600608,1.5524354222
0.1182857272,0.2677596777,0.5505617978,0.0006399418,1.5821518379
0.1193840611,0.2677596777,0.5450500556,0.0006192147,1.6120685896
0.1204855548,0.2677596777,0.5396475771,0.000597875,1.6421808167
0.1215902794,0.2677596777,0.534351145,0.0005759187,1.67248375
0.1226983052,0.2677596777,0.5291576674,0.0005533419,1.7029727093
0.1238097013,0.2677596777,0.5240641711,0.0005301411,1.7336431023
0.1249245356,0.2677596777,0.5190677966,0.0005063132,1.7644904235
0.1260428751,0.2677596777,0.5141657922,0.0004818553,1.7955102528
0.1271647854,0.2677596777,0.5093555094,0.0004567647,1.8266982547
0.1282903313,0.2677596777,0.5046343975,0.000431039,1.8580501773
0.1294195761,0.2677596777,0.5,0.0004046758,1.8895618514
0.0770956917,0.2742516692,0.9090909091,0.0011245524,0.6517241703
0.0781160663,0.2742516692,0.8941605839,0.0011126832,0.6682316014
0.0791382176,0.2742516692,0.8797127469,0.0011019396,0.6854693468
0.0801619312,0.2742516692,0.8657243816,0.0010920615,0.7033737284
0.0811870483,0.2742516692,0.852173913,0.0010828407,0.7218936312
0.0822134541,0.2742516692,0.8390410959,0.001074108,0.7409872222
0.0832410692,0.2742516692,0.826306914,0.0010657236,0.7606196653
0.0842698425,0.2742516692,0.8139534884,0.0010575707,0.7807614893
0.0852997461,0.2742516692,0.8019639935,0.0010495505,0.8013873987
0.0863307713,0.2742516692,0.7903225806,0.0010415785,0.8224753921
0.087362925,0.2742516692,0.7790143084,0.001033582,0.8440060975
0.0883962274,0.2742516692,0.7680250784,0.0010254979,0.8659622644
0.0894307098,0.2742516692,0.7573415765,0.0010172708,0.8883283712
0.0904664125,0.2742516692,0.7469512195,0.001008852,0.9110903176
0.0915033837,0.2742516692,0.7368421053,0.0010001983,0.9342351821
0.0925416782,0.2742516692,0.7270029674,0.0009912712,0.9577510284
0.093581356,0.2742516692,0.7174231332,0.0009820361,0.9816267504
0.0946224821,0.2742516692,0.7080924855,0.0009724621,1.0058519462
0.0956651251,0.2742516692,0.6990014265,0.0009625211,1.030416816
0.0967093568,0.2742516692,0.6901408451,0.0009521876,1.0553120783
0.0977552518,0.2742516692,0.6815020862,0.0009414386,1.0805289008
0.098802887,0.2742516692,0.6730769231,0.0009302529,1.1060588437
0.0998523408,0.2742516692,0.6648575305,0.0009186113,1.131893812
0.1009036933,0.2742516692,0.6568364611,0.0009064959,1.1580260162
0.1019570254,0.2742516692,0.6490066225,0.0008938905,1.1844479394
0.1030124191,0.2742516692,0.6413612565,0.0008807802,1.2111523093
0.1040699569,0.2742516692,0.6338939198,0.0008671511,1.2381320754
0.1051297216,0.2742516692,0.6265984655,0.0008529904,1.2653803888
0.1061917963,0.2742516692,0.6194690265,0.0008382864,1.2928905859
0.1072562638,0.2742516692,0.6125,0.0008230281,1.3206561743
0.1083232071,0.2742516692,0.6056860321,0.0008072054,1.348670821
0.1093927087,0.2742516692,0.5990220049,0.0007908089,1.376928342
0.1104648508,0.2742516692,0.592503023,0.00077383,1.4054226938
0.1115397149,0.2742516692,0.5861244019,0.0007562606,1.434147966
0.1126173822,0.2742516692,0.5798816568,0.0007380933,1.4630983753
0.1136979329,0.2742516692,0.5737704918,0.000719321,1.4922682596
0.1147814465,0.2742516692,0.5677867903,0.0006999375,1.5216520739
0.1158680017,0.2742516692,0.5619266055,0.0006799368,1.5512443858
0.1169576764,0.2742516692,0.5561861521,0.0006593134,1.5810398727
0.1180505471,0.2742516692,0.5505617978,0.0006380622,1.6110333183
0.1191466899,0.2742516692,0.5450500556,0.0006161786,1.6412196104
0.1202461793,0.2742516692,0.5396475771,0.0005936582,1.6715937383
0.121349089,0.2742516692,0.534351145,0.0005704971,1.7021507913
0.1224554915,0.2742516692,0.5291576674,0.0005466917,1.7328859564
0.1235654581,0.2742516692,0.5240641711,0.0005222386,1.7637945173
0.124679059,0.2742516692,0.5190677966,0.0004971349,1.7948718527
0.125796363,0.2742516692,0.5141657922,0.0004713776,1.8261134349
0.1269174379,0.2742516692,0.5093555094,0.0004449644,1.8575148291
0.12804235,0.2742516692,0.5046343975,0.000417893,1.8890716917
0.1291711646,0.2742516692,0.5,0.0003901614,1.92077977
0.0770565142,0.2808060405,0.9090909091,0.0011504515,0.6669774671
0.07806996,0.2808060405,0.8941605839,0.0011381125,0.6838115728
0.0790852506,0.2808060405,0.8797127469,0.001126913,0.7013869933
0.0801021704,0.2808060405,0.8657243816,0.0011165867,0.7196382663
0.0811205603,0.2808060405,0.852173913,0.0011069203,0.7385127969
0.0821403066,0.2808060405,0.8390410959,0.0010977403,0.7579674987
0.0831613312,0.2808060405,0.826306914,0.0010889037,0.7779664529
0.0841835852,0.2808060405,0.8139534884,0.0010802906,0.7984792374
0.0852070434,0.2808060405,0.8019639935,0.0010717998,0.8194797095
0.0862317,0.2808060405,0.7903225806,0.001063345,0.8409451034
0.0872575654,0.2808060405,0.7790143084,0.0010548515,0.8628553497
0.0882846632,0.2808060405,0.7680250784,0.0010462547,0.8851925559
0.0893130285,0.2808060405,0.7573415765,0.001037498,0.9079406044
0.0903427056,0.2808060405,0.7469512195,0.0010285315,0.9310848378
0.0913737466,0.2808060405,0.7368421053,0.0010193108,0.9546118113
0.0924062103,0.2808060405,0.7270029674,0.0010097967,0.9785090944
0.093440161,0.2808060405,0.7174231332,0.0009999539,1.0027651126
0.0944756679,0.2808060405,0.7080924855,0.0009897506,1.0273690183
0.0955128037,0.2808060405,0.6990014265,0.0009791583,1.052310587
0.0965516445,0.2808060405,0.6901408451,0.0009681509,1.077580131
0.0975922692,0.2808060405,0.6815020862,0.0009567048,1.1031684298
0.0986347588,0.2808060405,0.6730769231,0.0009447986,1.1290666712
0.0996791958,0.2808060405,0.6648575305,0.0009324126,1.1552664033
0.1007256644,0.2808060405,0.6568364611,0.0009195288,1.181759494
0.1017742497,0.2808060405,0.6490066225,0.0009061307,1.2085380977
0.1028250376,0.2808060405,0.6413612565,0.0008922029,1.2355946267
0.1038781146,0.2808060405,0.6338939198,0.0008777317,1.2629217275
0.1049335673,0.2808060405,0.6265984655,0.0008627039,1.2905122609
0.1059914825,0.2808060405,0.6194690265,0.0008471078,1.3183592849
0.1070519469,0.2808060405,0.6125,0.0008309323,1.3464560403
0.108115047,0.2808060405,0.6056860321,0.0008141673,1.3747959387
0.1091808689,0.2808060405,0.5990220049,0.0007968033,1.403372552
0.1102494982,0.2808060405,0.592503023,0.0007788317,1.4321796036
0.1113210198,0.2808060405,0.5861244019,0.0007602444,1.4612109609
0.1123955181,0.2808060405,0.5798816568,0.000741034,1.4904606284
0.1134730763,0.2808060405,0.5737704918,0.0007211936,1.519922743
0.1145537772,0.2808060405,0.5677867903,0.000700717,1.5495915684
0.1156377024,0.2808060405,0.5619266055,0.0006795981,1.5794614913
0.1167249324,0.2808060405,0.5561861521,0.0006578318,1.6095270179
0.1178155468,0.2808060405,0.5505617978,0.0006354129,1.6397827706
0.118909624,0.2808060405,0.5450500556,0.000612337,1.6702234856
0.1200072412,0.2808060405,0.5396475771,0.0005885999,1.7008440098
0.1211084746,0.2808060405,0.534351145,0.0005641977,1.7316392995
0.1222133988,0.2808060405,0.5291576674,0.0005391271,1.7626044179
0.1233220874,0.2808060405,0.5240641711,0.0005133848,1.7937345338
0.1244346126,0.2808060405,0.5190677966,0.0004869681,1.8250249195
0.1255510455,0.2808060405,0.5141657922,0.0004598742,1.85647095
0.1266714554,0.2808060405,0.5093555094,0.000432101,1.888068101
0.1277959108,0.2808060405,0.5046343975,0.0004036463,1.9198119484
0.1289244783,0.2808060405,0.5,0.0003745084,1.9516981663
0.0770169733,0.2874236804,0.9090909091,0.0011765555,0.682363151
0.0780234285,0.2874236804,0.8941605839,0.0011637335,0.6995239271
0.0790317986,0.2874236804,0.8797127469,0.0011520645,0.7174368236
0.0800418667,0.2874236804,0.8657243816,0.0011412758,0.7360345657
0.081053474,0.2874236804,0.852173913,0.001131149,0.7552630546
0.0820665076,0.2874236804,0.8390410959,0.0011215064,0.7750779286
0.0830808913,0.2874236804,0.826306914,0.0011122013,0.7954421663
0.0840965785,0.2874236804,0.8139534884,0.0011031113,0.816324377
0.0851135468,0.2874236804,0.8019639935,0.0010941327,0.8376975545
0.0861317936,0.2874236804,0.7903225806,0.0010851768,0.8595381534
0.0871513329,0.2874236804,0.7790143084,0.0010761675,0.8818253931
0.088172192,0.2874236804,0.7680250784,0.0010670385,0.9045407261
0.0891944099,0.2874236804,0.7573415765,0.0010577318,0.9276674269
0.0902180349,0.2874236804,0.7469512195,0.0010481965,0.9511902705
0.0912431234,0.2874236804,0.7368421053,0.0010383871,0.9750952786
0.0922697385,0.2874236804,0.7270029674,0.0010282636,0.9993695176
0.0932979489,0.2874236804,0.7174231332,0.0010177898,1.0240009361
0.0943278279,0.2874236804,0.7080924855,0.0010069333,1.0489782337
0.0953594527,0.2874236804,0.6990014265,0.0009956649,1.0742907545
0.0963929039,0.2874236804,0.6901408451,0.0009839582,1.0999283993
0.0974282646,0.2874236804,0.6815020862,0.0009717891,1.125881554
0.0984656201,0.2874236804,0.6730769231,0.0009591357,1.1521410301
0.0995050574,0.2874236804,0.6648575305,0.000945978,1.1786980155
0.1005466648,0.2874236804,0.6568364611,0.0009322977,1.205544033
0.1015905316,0.2874236804,0.6490066225,0.0009180781,1.2326709065
0.1026367477,0.2874236804,0.6413612565,0.0009033037,1.2600707317
0.1036854038,0.2874236804,0.6338939198,0.0008879604,1.2877358521
0.1047365904,0.2874236804,0.6265984655,0.0008720352,1.3156588385
0.1057903982,0.2874236804,0.6194690265,0.000855516,1.3438324715
0.1068469177,0.2874236804,0.6125,0.0008383918,1.3722497271
0.107906239,0.2874236804,0.6056860321,0.0008206524,1.4009037642
0.108968452,0.2874236804,0.5990220049,0.0008022883,1.4297879137
0.1100336455,0.2874236804,0.592503023,0.0007832909,1.4588956696
0.1111019081,0.2874236804,0.5861244019,0.0007636522,1.4882206815
0.1121733272,0.2874236804,0.5798816568,0.0007433648,1.5177567474
0.1132479896,0.2874236804,0.5737704918,0.0007224219,1.5474978083
0.1143259807,0.2874236804,0.5677867903,0.0007008172,1.5774379431
0.1154073854,0.2874236804,0.5619266055,0.0006785451,1.6075713643
0.1164922869,0.2874236804,0.5561861521,0.0006556003,1.6378924145
0.1175807676,0.2874236804,0.5505617978,0.0006319779,1.6683955625
0.1186729086,0.2874236804,0.5450500556,0.0006076736,1.699075401
0.1197687895,0.2874236804,0.5396475771,0.0005826833,1.7299266437
0.1208684889,0.2874236804,0.534351145,0.0005570034,1.7609441229
0.1219720838,0.2874236804,0.5291576674,0.0005306306,1.7921227876
0.12307965,0.2874236804,0.5240641711,0.0005035619,1.8234577016
0.1241912617,0.2874236804,0.5190677966,0.0004757947,1.8549440415
0.1253069918,0.2874236804,0.5141657922,0.0004473267,1.8865770954
0.1264269118,0.2874236804,0.5093555094,0.0004181557,1.9183522611
0.1275510916,0.2874236804,0.5046343975,0.0003882798,1.9502650445
0.1286795997,0.2874236804,0.5,0.0003576976,1.9823110587
0.0769770641,0.2941054945,0.9090909091,0.0012028669,0.6978829233
0.077976466,0.2941054945,0.8941605839,0.0011895483,0.7153703223
0.0789778549,0.2941054945,0.8797127469,0.0011773959,0.7336204452
0.0799810128,0.2941054945,0.8657243816,0.0011661302,0.7525641765
0.0809857813,0.2941054945,0.852173913,0.0011555278,0.7721458887
0.0819920485,0.2941054945,0.8390410959,0.0011454067,0.7923199226
0.0829997404,0.2941054945,0.826306914,0.0011356169,0.8130481345
0.0840088128,0.2941054945,0.8139534884,0.0011260329,0.8342981471
0.0850192465,0.2941054945,0.8019639935,0.0011165484,0.856042074
0.0860310421,0.2941054945,0.7903225806,0.001107073,0.8782555751
0.0870442172,0.2941054945,0.7790143084,0.0010975286,0.9009171446
0.0880588034,0.2941054945,0.7680250784,0.0010878473,0.9240075673
0.0890748435,0.2941054945,0.7573415765,0.0010779699,0.9475094982
0.0900923903,0.2941054945,0.7469512195,0.0010678442,0.9714071337
0.0911115045,0.2941054945,0.7368421053,0.0010574239,0.9956859525
0.0921322536,0.2941054945,0.7270029674,0.0010466678,1.0203325088
0.0931547108,0.2941054945,0.7174231332,0.0010355393,1.0453342666
0.094178954,0.2941054945,0.7080924855,0.0010240052,1.0706794657
0.0952050649,0.2941054945,0.6990014265,0.0010120356,1.0963570124
0.0962331286,0.2941054945,0.6901408451,0.0009996037,1.1223563906
0.0972632328,0.2941054945,0.6815020862,0.000986685,1.1486675885
0.0982954672,0.2941054945,0.6730769231,0.0009732571,1.1752810376
0.0993299232,0.2941054945,0.6648575305,0.0009592998,1.2021875624
0.1003666934,0.2941054945,0.6568364611,0.0009447945,1.229378339
0.1014058716,0.2941054945,0.6490066225,0.0009297242,1.2568448595
0.102447552,0.2941054945,0.6413612565,0.0009140733,1.2845789025
0.103491829,0.2941054945,0.6338939198,0.0008978276,1.3125725088
0.1045387976,0.2941054945,0.6265984655,0.0008809738,1.3408179605
0.1055885523,0.2941054945,0.6194690265,0.0008635,1.3693077626
0.1066411874,0.2941054945,0.6125,0.000845395,1.3980346289
0.107696797,0.2941054945,0.6056860321,0.0008266485,1.4269914687
0.1087554743,0.2941054945,0.5990220049,0.0008072513,1.456171376
0.109817312,0.2941054945,0.592503023,0.0007871945,1.4855676202
0.110882402,0.2941054945,0.5861244019,0.0007664704,1.5151736381
0.1119508351,0.2941054945,0.5798816568,0.0007450715,1.5449830271
0.1130227012,0.2941054945,0.5737704918,0.0007229912,1.5749895389
0.1140980891,0.2941054945,0.5677867903,0.0007002234,1.6051870749
0.1151770862,0.2941054945,0.5619266055,0.0006767624,1.6355696809
0.116259779,0.2941054945,0.5561861521,0.0006526032,1.6661315438
0.1173462525,0.2941054945,0.5505617978,0.000627741,1.6968669878
0.1184365903,0.2941054945,0.5450500556,0.0006021716,1.7277704712
0.1195308748,0.2941054945,0.5396475771,0.0005758913,1.758836584
0.1206291866,0.2941054945,0.534351145,0.0005488966,1.7900600446
0.1217316054,0.2941054945,0.5291576674,0.0005211843,1.8214356983
0.1228382087,0.2941054945,0.5240641711,0.0004927518,1.8529585147
0.1239490732,0.2941054945,0.5190677966,0.0004635965,1.884623586
0.1250642734,0.2941054945,0.5141657922,0.0004337164,1.9164261247
0.1261838826,0.2941054945,0.5093555094,0.0004031097,1.9483614622
0.1273079726,0.2941054945,0.5046343975,0.0003717746,1.980425047
0.1284366132,0.2941054945,0.5,0.0003397099,2.0126124432
0.0769367813,0.3008524055,0.9090909091,0.001229388,0.7135385144
0.0779290665,0.3008524055,0.8941605839,0.001215559,0.7313524436
0.0789234127,0.3008524055,0.8797127469,0.0012029088,0.7499394912
0.0799196013,0.3008524055,0.8657243816,0.0011911513,0.769228672
0.080917474,0.3008524055,0.852173913,0.0011800578,0.7891628046
0.0819169208,0.3008524055,0.8390410959,0.0011694421,0.8096949101
0.0829178694,0.3008524055,0.826306914,0.0011591507,0.8307857025
0.0839202786,0.3008524055,0.8139534884,0.001149055,0.8524017993
0.0849241324,0.3008524055,0.8019639935,0.0011390465,0.8745144176
0.085929435,0.3008524055,0.7903225806,0.0011290326,0.8970984073
0.086936208,0.3008524055,0.7790143084,0.0011189332,0.9201315236
0.0879444869,0.3008524055,0.7680250784,0.0011086791,0.9435938709
0.0889543191,0.3008524055,0.7573415765,0.0010982097,0.9674674727
0.0899657617,0.3008524055,0.7469512195,0.0010874716,0.9917359366
0.09097888,0.3008524055,0.7368421053,0.0010764175,1.0163841886
